,total_RE,white,black,aindian,asian,pacisland,other,latinx,total_poverty,under_poverty,income,county,state,tract,GEOID10,acs_year
635,5384.0,4554.0,46.0,9.0,191.0,22.0,248.0,314.0,5345.0,241.0,99730.0,033,53,031601,53033031601,2015
636,5997.0,4828.0,37.0,37.0,319.0,0.0,220.0,556.0,5878.0,426.0,82067.0,033,53,031603,53033031603,2015
637,5468.0,4308.0,155.0,63.0,510.0,0.0,217.0,215.0,5438.0,274.0,102202.0,033,53,031604,53033031604,2015
638,3703.0,2943.0,104.0,131.0,60.0,0.0,45.0,420.0,3703.0,221.0,91071.0,033,53,031605,53033031605,2015
639,6719.0,4494.0,218.0,83.0,950.0,0.0,234.0,740.0,6719.0,564.0,84408.0,033,53,031703,53033031703,2015
640,5383.0,3332.0,420.0,15.0,750.0,171.0,219.0,437.0,5353.0,356.0,82277.0,033,53,031704,53033031704,2015
641,4202.0,2860.0,120.0,14.0,579.0,0.0,137.0,492.0,4198.0,45.0,107311.0,033,53,031705,53033031705,2015
642,6699.0,4432.0,792.0,0.0,765.0,1.0,376.0,333.0,6679.0,774.0,74239.0,033,53,031706,53033031706,2015
643,4640.0,3530.0,130.0,6.0,443.0,166.0,102.0,253.0,4624.0,156.0,106875.0,033,53,031800,53033031800,2015
644,6642.0,4705.0,237.0,35.0,605.0,40.0,325.0,695.0,6642.0,177.0,87014.0,033,53,031903,53033031903,2015
645,3486.0,2861.0,31.0,11.0,140.0,0.0,86.0,357.0,3486.0,161.0,84088.0,033,53,031904,53033031904,2015
646,3813.0,2664.0,121.0,0.0,603.0,0.0,275.0,150.0,3778.0,117.0,107299.0,033,53,031906,53033031906,2015
647,7735.0,4012.0,370.0,23.0,2000.0,25.0,685.0,620.0,7735.0,273.0,99038.0,033,53,031907,53033031907,2015
648,4595.0,2525.0,726.0,10.0,520.0,45.0,213.0,524.0,4595.0,416.0,61827.0,033,53,031908,53033031908,2015
649,3227.0,1995.0,347.0,0.0,579.0,0.0,166.0,140.0,3174.0,143.0,108265.0,033,53,031909,53033031909,2015
650,3373.0,3003.0,21.0,0.0,60.0,0.0,109.0,180.0,3373.0,128.0,91063.0,033,53,032002,53033032002,2015
651,5148.0,4759.0,15.0,0.0,66.0,0.0,139.0,161.0,5109.0,357.0,83750.0,033,53,032003,53033032003,2015
652,7160.0,5400.0,413.0,0.0,321.0,16.0,280.0,730.0,7148.0,932.0,87350.0,033,53,032005,53033032005,2015
653,4567.0,3905.0,22.0,24.0,268.0,0.0,228.0,120.0,4567.0,194.0,85323.0,033,53,032006,53033032006,2015
654,3611.0,2969.0,155.0,7.0,49.0,11.0,160.0,260.0,3611.0,180.0,90703.0,033,53,032007,53033032007,2015
655,4253.0,3520.0,52.0,26.0,52.0,0.0,230.0,373.0,4215.0,104.0,88375.0,033,53,032008,53033032008,2015
656,5508.0,4426.0,61.0,0.0,322.0,13.0,377.0,286.0,5486.0,332.0,96857.0,033,53,032010,53033032010,2015
657,4470.0,3706.0,157.0,17.0,111.0,0.0,274.0,205.0,4427.0,122.0,106957.0,033,53,032011,53033032011,2015
658,5063.0,4833.0,0.0,1.0,125.0,0.0,20.0,84.0,5055.0,160.0,98750.0,033,53,032102,53033032102,2015
659,4347.0,3478.0,12.0,0.0,444.0,0.0,170.0,243.0,4347.0,430.0,64474.0,033,53,032103,53033032103,2015
660,5985.0,4784.0,311.0,0.0,485.0,0.0,174.0,231.0,5813.0,481.0,82456.0,033,53,032104,53033032104,2015
661,7530.0,5149.0,66.0,0.0,1845.0,0.0,244.0,226.0,7515.0,310.0,125636.0,033,53,032203,53033032203,2015
662,3300.0,2689.0,0.0,0.0,423.0,0.0,69.0,119.0,3300.0,73.0,142470.0,033,53,032207,53033032207,2015
663,8766.0,6432.0,185.0,2.0,1530.0,0.0,244.0,373.0,8629.0,408.0,77226.0,033,53,032208,53033032208,2015
664,12302.0,7760.0,355.0,45.0,2820.0,1.0,643.0,647.0,12291.0,328.0,116732.0,033,53,032210,53033032210,2015
665,4951.0,3190.0,91.0,6.0,1173.0,34.0,266.0,74.0,4930.0,134.0,117250.0,033,53,032211,53033032211,2015
666,8608.0,5131.0,103.0,0.0,2508.0,0.0,309.0,486.0,8608.0,278.0,126146.0,033,53,032212,53033032212,2015
667,4587.0,3575.0,1.0,0.0,808.0,10.0,81.0,112.0,4575.0,73.0,143585.0,033,53,032213,53033032213,2015
668,6347.0,3588.0,45.0,0.0,2032.0,0.0,477.0,202.0,6328.0,92.0,156481.0,033,53,032214,53033032214,2015
669,5276.0,3159.0,20.0,0.0,1725.0,84.0,129.0,139.0,5276.0,70.0,190900.0,033,53,032215,53033032215,2015
670,6727.0,5850.0,91.0,0.0,338.0,59.0,142.0,232.0,6727.0,154.0,121402.0,033,53,032307,53033032307,2015
671,6592.0,3521.0,79.0,17.0,2152.0,83.0,276.0,464.0,6478.0,734.0,109469.0,033,53,032309,53033032309,2015
672,5898.0,5197.0,85.0,0.0,134.0,0.0,152.0,303.0,5898.0,242.0,149087.0,033,53,032311,53033032311,2015
673,6704.0,2170.0,85.0,0.0,2781.0,0.0,220.0,1361.0,6704.0,507.0,96573.0,033,53,032313,53033032313,2015
674,5291.0,4505.0,25.0,15.0,232.0,12.0,283.0,190.0,5291.0,249.0,131992.0,033,53,032315,53033032315,2015
675,5769.0,4244.0,28.0,0.0,1177.0,0.0,121.0,199.0,5769.0,184.0,164599.0,033,53,032316,53033032316,2015
676,6303.0,5098.0,19.0,1.0,627.0,0.0,93.0,465.0,6303.0,358.0,138854.0,033,53,032317,53033032317,2015
677,5797.0,3656.0,74.0,0.0,1346.0,0.0,277.0,436.0,5797.0,184.0,153098.0,033,53,032318,53033032318,2015
678,5027.0,4307.0,107.0,0.0,278.0,27.0,118.0,190.0,5011.0,406.0,68370.0,033,53,032319,53033032319,2015
679,4682.0,4084.0,1.0,0.0,316.0,0.0,66.0,215.0,4661.0,70.0,149519.0,033,53,032320,53033032320,2015
680,5256.0,3191.0,50.0,0.0,1492.0,0.0,384.0,139.0,5242.0,177.0,199542.0,033,53,032321,53033032321,2015
681,3621.0,2984.0,24.0,0.0,468.0,0.0,93.0,52.0,3621.0,77.0,147750.0,033,53,032322,53033032322,2015
682,5666.0,4067.0,69.0,45.0,970.0,0.0,163.0,352.0,5666.0,119.0,119773.0,033,53,032323,53033032323,2015
683,5317.0,3503.0,44.0,0.0,949.0,0.0,140.0,681.0,5317.0,568.0,86600.0,033,53,032324,53033032324,2015
684,5114.0,2880.0,174.0,0.0,1552.0,0.0,234.0,274.0,5104.0,446.0,107727.0,033,53,032325,53033032325,2015
685,4272.0,3294.0,20.0,0.0,360.0,0.0,106.0,492.0,4272.0,298.0,138917.0,033,53,032326,53033032326,2015
686,3995.0,3554.0,0.0,19.0,330.0,0.0,39.0,53.0,3995.0,115.0,101563.0,033,53,032327,53033032327,2015
687,3376.0,2816.0,43.0,33.0,214.0,0.0,82.0,188.0,3354.0,89.0,112917.0,033,53,032328,53033032328,2015
688,8697.0,4559.0,61.0,11.0,3523.0,0.0,241.0,302.0,8697.0,141.0,136616.0,033,53,032329,53033032329,2015
689,5733.0,5313.0,2.0,0.0,132.0,0.0,108.0,178.0,5686.0,620.0,92500.0,033,53,032401,53033032401,2015
690,6377.0,5541.0,255.0,65.0,51.0,0.0,115.0,350.0,6377.0,202.0,106824.0,033,53,032402,53033032402,2015
691,5399.0,4562.0,68.0,2.0,167.0,37.0,260.0,303.0,5391.0,266.0,95309.0,033,53,032500,53033032500,2015
692,2624.0,2599.0,0.0,0.0,0.0,0.0,0.0,25.0,2624.0,145.0,84583.0,033,53,032601,53033032601,2015
693,12602.0,10112.0,68.0,107.0,1275.0,0.0,643.0,338.0,12352.0,245.0,132072.0,033,53,032602,53033032602,2015
694,6775.0,6032.0,113.0,2.0,115.0,2.0,123.0,388.0,6764.0,337.0,100309.0,033,53,032702,53033032702,2015
695,2262.0,1999.0,8.0,0.0,55.0,0.0,50.0,150.0,2262.0,49.0,77483.0,033,53,032703,53033032703,2015
696,6535.0,5742.0,118.0,0.0,19.0,0.0,191.0,465.0,6514.0,968.0,70471.0,033,53,032704,53033032704,2015
697,2352.0,2229.0,9.0,5.0,5.0,0.0,40.0,64.0,2341.0,104.0,86121.0,033,53,032800,53033032800,2015
698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,033,53,990100,53033990100,2015
699,3076.0,2149.0,138.0,0.0,152.0,58.0,421.0,158.0,3044.0,391.0,61761.0,035,53,080101,53035080101,2015
700,5485.0,3248.0,293.0,0.0,362.0,178.0,406.0,998.0,5331.0,1045.0,47384.0,035,53,080102,53035080102,2015
701,3536.0,2280.0,168.0,107.0,221.0,133.0,167.0,460.0,3536.0,866.0,37625.0,035,53,080200,53035080200,2015
702,3590.0,2660.0,97.0,17.0,95.0,28.0,319.0,374.0,3389.0,500.0,42361.0,035,53,080300,53035080300,2015
703,3369.0,2652.0,99.0,31.0,199.0,19.0,164.0,199.0,3343.0,488.0,51341.0,035,53,080400,53035080400,2015
704,2594.0,1734.0,316.0,12.0,39.0,20.0,229.0,230.0,2524.0,1025.0,28428.0,035,53,080500,53035080500,2015
705,4973.0,3612.0,109.0,54.0,73.0,0.0,652.0,473.0,4891.0,1233.0,52604.0,035,53,080600,53035080600,2015
706,3237.0,2821.0,40.0,12.0,80.0,0.0,162.0,122.0,3231.0,373.0,57271.0,035,53,080700,53035080700,2015
707,1851.0,1080.0,133.0,0.0,126.0,0.0,201.0,299.0,1795.0,321.0,41375.0,035,53,080800,53035080800,2015
708,4714.0,3662.0,39.0,21.0,227.0,19.0,339.0,389.0,4714.0,834.0,55487.0,035,53,080900,53035080900,2015
709,4170.0,2820.0,120.0,47.0,77.0,75.0,253.0,750.0,4170.0,873.0,46417.0,035,53,081000,53035081000,2015
710,2857.0,2013.0,167.0,94.0,83.0,0.0,337.0,97.0,2693.0,497.0,49432.0,035,53,081100,53035081100,2015
711,3257.0,2583.0,144.0,36.0,188.0,9.0,94.0,203.0,3257.0,797.0,41161.0,035,53,081200,53035081200,2015
712,2732.0,1862.0,368.0,25.0,145.0,0.0,65.0,267.0,119.0,0.0,150769.0,035,53,081400,53035081400,2015
713,6412.0,4844.0,20.0,516.0,204.0,11.0,551.0,266.0,6231.0,536.0,63432.0,035,53,090101,53035090101,2015
714,6016.0,5069.0,0.0,42.0,113.0,76.0,511.0,205.0,6012.0,129.0,73272.0,035,53,090102,53035090102,2015
715,4286.0,3870.0,56.0,0.0,57.0,0.0,78.0,225.0,4286.0,118.0,85431.0,035,53,090201,53035090201,2015
716,5267.0,4538.0,12.0,0.0,144.0,11.0,280.0,282.0,5267.0,137.0,86927.0,035,53,090202,53035090202,2015
717,6392.0,4259.0,219.0,124.0,263.0,13.0,348.0,1166.0,4216.0,334.0,49545.0,035,53,090300,53035090300,2015
718,4946.0,4307.0,30.0,0.0,86.0,146.0,235.0,142.0,4897.0,541.0,77904.0,035,53,090400,53035090400,2015
719,3622.0,3116.0,39.0,0.0,76.0,0.0,222.0,169.0,3443.0,273.0,47070.0,035,53,090501,53035090501,2015
720,5131.0,3654.0,76.0,41.0,135.0,0.0,273.0,952.0,5124.0,540.0,60958.0,035,53,090502,53035090502,2015
721,5090.0,4328.0,24.0,10.0,153.0,20.0,174.0,322.0,5015.0,250.0,99896.0,035,53,090700,53035090700,2015
722,4066.0,3858.0,0.0,0.0,69.0,0.0,48.0,66.0,4020.0,146.0,103704.0,035,53,090800,53035090800,2015
723,7186.0,6387.0,63.0,3.0,151.0,0.0,256.0,316.0,7131.0,532.0,89575.0,035,53,090900,53035090900,2015
724,7001.0,5836.0,238.0,0.0,359.0,10.0,100.0,458.0,6980.0,314.0,120100.0,035,53,091000,53035091000,2015
725,4557.0,3933.0,10.0,8.0,116.0,51.0,281.0,158.0,4557.0,355.0,83468.0,035,53,091100,53035091100,2015
726,3856.0,2909.0,75.0,96.0,247.0,0.0,337.0,192.0,3842.0,468.0,51848.0,035,53,091201,53035091201,2015
727,7303.0,4274.0,531.0,30.0,881.0,76.0,735.0,751.0,7250.0,392.0,59417.0,035,53,091203,53035091203,2015
728,3557.0,2659.0,95.0,9.0,357.0,0.0,306.0,131.0,3557.0,227.0,50000.0,035,53,091204,53035091204,2015
729,4325.0,3754.0,93.0,0.0,198.0,11.0,143.0,126.0,4307.0,115.0,76053.0,035,53,091301,53035091301,2015
730,5385.0,4304.0,57.0,58.0,254.0,0.0,321.0,391.0,5385.0,257.0,91429.0,035,53,091302,53035091302,2015
731,3375.0,2538.0,48.0,14.0,367.0,55.0,186.0,167.0,3375.0,134.0,90061.0,035,53,091400,53035091400,2015
732,4131.0,2734.0,324.0,13.0,363.0,28.0,366.0,303.0,4097.0,273.0,84750.0,035,53,091500,53035091500,2015
733,6405.0,4326.0,221.0,0.0,629.0,187.0,464.0,578.0,6403.0,585.0,55862.0,035,53,091600,53035091600,2015
734,8117.0,5364.0,354.0,45.0,859.0,56.0,641.0,557.0,8105.0,666.0,69063.0,035,53,091700,53035091700,2015
735,2690.0,2043.0,142.0,15.0,138.0,0.0,92.0,260.0,2587.0,98.0,68580.0,035,53,091800,53035091800,2015
736,4557.0,2937.0,388.0,0.0,614.0,55.0,375.0,165.0,4547.0,609.0,68085.0,035,53,091900,53035091900,2015
737,5990.0,5179.0,46.0,91.0,314.0,13.0,255.0,92.0,5990.0,242.0,73969.0,035,53,092000,53035092000,2015
738,7764.0,6413.0,66.0,20.0,646.0,15.0,256.0,348.0,7645.0,610.0,69487.0,035,53,092100,53035092100,2015
739,6336.0,4840.0,121.0,38.0,186.0,37.0,402.0,712.0,5624.0,1152.0,52219.0,035,53,092200,53035092200,2015
740,6298.0,4529.0,77.0,32.0,344.0,0.0,474.0,842.0,6121.0,984.0,50708.0,035,53,092300,53035092300,2015
741,5877.0,4648.0,160.0,39.0,319.0,59.0,199.0,453.0,5862.0,608.0,50663.0,035,53,092400,53035092400,2015
742,5291.0,4500.0,245.0,0.0,131.0,0.0,327.0,88.0,5138.0,597.0,56026.0,035,53,092500,53035092500,2015
743,5658.0,4585.0,36.0,95.0,354.0,38.0,338.0,212.0,5583.0,905.0,65484.0,035,53,092600,53035092600,2015
744,4171.0,3610.0,9.0,118.0,45.0,0.0,165.0,209.0,4165.0,376.0,76559.0,035,53,092701,53035092701,2015
745,3179.0,2851.0,12.0,10.0,92.0,21.0,86.0,107.0,3178.0,221.0,83561.0,035,53,092704,53035092704,2015
746,4629.0,3492.0,241.0,21.0,213.0,30.0,162.0,470.0,4587.0,310.0,74923.0,035,53,092801,53035092801,2015
747,3964.0,3608.0,0.0,10.0,25.0,89.0,47.0,185.0,3964.0,380.0,75821.0,035,53,092802,53035092802,2015
748,2636.0,2465.0,9.0,39.0,17.0,23.0,30.0,53.0,2572.0,388.0,58409.0,035,53,092803,53035092803,2015
749,5163.0,4398.0,38.0,0.0,54.0,0.0,404.0,269.0,5142.0,645.0,70347.0,035,53,092901,53035092901,2015
750,5618.0,4681.0,44.0,68.0,50.0,146.0,374.0,255.0,5618.0,631.0,67736.0,035,53,092902,53035092902,2015
751,3486.0,2983.0,8.0,88.0,58.0,4.0,180.0,156.0,3457.0,390.0,65893.0,035,53,940000,53035940000,2015
752,6267.0,4800.0,58.0,495.0,257.0,16.0,351.0,290.0,6224.0,638.0,60756.0,035,53,940100,53035940100,2015
753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,035,53,990100,53035990100,2015
754,6554.0,6027.0,39.0,72.0,10.0,0.0,145.0,261.0,6535.0,796.0,50898.0,037,53,975100,53037975100,2015
755,5036.0,4538.0,0.0,88.0,154.0,0.0,120.0,136.0,5036.0,402.0,64196.0,037,53,975200,53037975200,2015
756,4562.0,4330.0,1.0,29.0,9.0,0.0,23.0,142.0,4540.0,544.0,57475.0,037,53,975300,53037975300,2015
757,7800.0,5787.0,316.0,106.0,218.0,23.0,293.0,1057.0,6041.0,2886.0,23780.0,037,53,975401,53037975401,2015
758,5340.0,4534.0,11.0,0.0,294.0,0.0,149.0,352.0,5282.0,1234.0,37292.0,037,53,975402,53037975402,2015
759,5594.0,4531.0,0.0,0.0,166.0,0.0,335.0,562.0,5447.0,1738.0,39668.0,037,53,975500,53037975500,2015
760,2415.0,1931.0,27.0,13.0,29.0,0.0,69.0,346.0,1997.0,692.0,29841.0,037,53,975600,53037975600,2015
761,4903.0,4042.0,4.0,26.0,68.0,0.0,44.0,719.0,4863.0,512.0,64286.0,037,53,975700,53037975700,2015
762,8527.0,7265.0,107.0,491.0,14.0,49.0,82.0,519.0,8463.0,1449.0,43043.0,039,53,950100,53039950100,2015
763,4552.0,4032.0,17.0,62.0,31.0,0.0,31.0,379.0,4551.0,823.0,41111.0,039,53,950200,53039950200,2015
764,7741.0,5837.0,30.0,23.0,47.0,0.0,209.0,1595.0,7688.0,878.0,61411.0,039,53,950300,53039950300,2015
765,3446.0,3296.0,4.0,0.0,24.0,0.0,82.0,34.0,3446.0,365.0,62821.0,041,53,970100,53041970100,2015
766,3300.0,2859.0,0.0,0.0,22.0,6.0,85.0,315.0,3175.0,828.0,38795.0,041,53,970200,53041970200,2015
767,4401.0,3486.0,145.0,65.0,5.0,0.0,227.0,473.0,4332.0,1347.0,34913.0,041,53,970300,53041970300,2015
768,6092.0,4418.0,2.0,34.0,72.0,0.0,44.0,1522.0,6017.0,905.0,45389.0,041,53,970400,53041970400,2015
769,1956.0,1567.0,0.0,11.0,55.0,0.0,121.0,183.0,1956.0,194.0,47096.0,041,53,970500,53041970500,2015
770,2162.0,1650.0,4.0,9.0,46.0,0.0,55.0,398.0,2067.0,534.0,33438.0,041,53,970600,53041970600,2015
771,4371.0,3143.0,22.0,13.0,10.0,0.0,193.0,990.0,4278.0,1141.0,41315.0,041,53,970700,53041970700,2015
772,4410.0,3618.0,41.0,48.0,9.0,0.0,81.0,613.0,4137.0,572.0,37961.0,041,53,970800,53041970800,2015
773,1611.0,1232.0,149.0,9.0,0.0,0.0,91.0,130.0,1592.0,374.0,31154.0,041,53,970900,53041970900,2015
774,2877.0,2299.0,38.0,0.0,24.0,3.0,76.0,437.0,2707.0,609.0,37463.0,041,53,971000,53041971000,2015
775,3860.0,3362.0,29.0,7.0,61.0,0.0,239.0,162.0,3821.0,491.0,57961.0,041,53,971100,53041971100,2015
776,2653.0,2395.0,0.0,60.0,4.0,0.0,43.0,151.0,2623.0,295.0,47652.0,041,53,971200,53041971200,2015
777,6016.0,5655.0,1.0,40.0,0.0,0.0,110.0,210.0,5997.0,866.0,53750.0,041,53,971300,53041971300,2015
778,2829.0,2175.0,34.0,0.0,395.0,0.0,92.0,133.0,2824.0,298.0,54479.0,041,53,971400,53041971400,2015
779,7244.0,6340.0,2.0,33.0,36.0,0.0,373.0,452.0,7178.0,924.0,47054.0,041,53,971500,53041971500,2015
780,3636.0,3176.0,78.0,23.0,12.0,0.0,92.0,243.0,3620.0,597.0,45341.0,041,53,971600,53041971600,2015
781,4740.0,4008.0,0.0,2.0,41.0,0.0,272.0,417.0,4729.0,557.0,49214.0,041,53,971700,53041971700,2015
782,4346.0,4169.0,0.0,23.0,0.0,0.0,67.0,87.0,4346.0,360.0,45714.0,041,53,971800,53041971800,2015
783,2928.0,2719.0,0.0,18.0,5.0,0.0,86.0,100.0,2857.0,625.0,34423.0,041,53,971900,53041971900,2015
784,2637.0,2377.0,4.0,31.0,45.0,0.0,78.0,102.0,2637.0,244.0,37700.0,041,53,972000,53041972000,2015
785,1623.0,1557.0,1.0,8.0,0.0,0.0,23.0,34.0,1548.0,292.0,47014.0,043,53,960100,53043960100,2015
786,3029.0,2835.0,7.0,21.0,33.0,6.0,48.0,79.0,3009.0,454.0,55724.0,043,53,960200,53043960200,2015
787,2631.0,2338.0,15.0,39.0,16.0,0.0,121.0,102.0,2611.0,327.0,43794.0,043,53,960300,53043960300,2015
788,3080.0,2821.0,2.0,23.0,20.0,16.0,116.0,82.0,3059.0,489.0,41366.0,043,53,960400,53043960400,2015
789,763.0,152.0,26.0,472.0,5.0,14.0,37.0,54.0,756.0,224.0,37250.0,045,53,940000,53045940000,2015
790,698.0,654.0,4.0,5.0,2.0,0.0,30.0,3.0,678.0,60.0,38438.0,045,53,960100,53045960100,2015
791,5749.0,4816.0,0.0,16.0,92.0,24.0,561.0,240.0,5738.0,1609.0,32047.0,045,53,960200,53045960200,2015
792,5420.0,4856.0,0.0,49.0,37.0,0.0,234.0,244.0,5420.0,680.0,55840.0,045,53,960300,53045960300,2015
793,9028.0,7609.0,94.0,187.0,80.0,29.0,215.0,800.0,8549.0,1381.0,58179.0,045,53,960400,53045960400,2015
794,5324.0,5002.0,97.0,38.0,87.0,0.0,39.0,61.0,5240.0,393.0,59375.0,045,53,960500,53045960500,2015
795,4324.0,3067.0,91.0,134.0,166.0,51.0,133.0,682.0,3851.0,521.0,48676.0,045,53,960600,53045960600,2015
796,1591.0,1094.0,0.0,25.0,1.0,0.0,70.0,401.0,1591.0,326.0,42169.0,045,53,960700,53045960700,2015
797,3727.0,2893.0,18.0,38.0,15.0,0.0,90.0,673.0,3357.0,804.0,38934.0,045,53,960800,53045960800,2015
798,5079.0,3493.0,29.0,111.0,73.0,0.0,208.0,1165.0,5007.0,1652.0,37857.0,045,53,960900,53045960900,2015
799,5302.0,4382.0,106.0,43.0,179.0,0.0,285.0,307.0,5279.0,549.0,61002.0,045,53,961000,53045961000,2015
800,5652.0,5135.0,107.0,30.0,2.0,0.0,231.0,147.0,5616.0,818.0,45463.0,045,53,961100,53045961100,2015
801,4095.0,3793.0,0.0,26.0,179.0,0.0,66.0,23.0,4071.0,213.0,61635.0,045,53,961200,53045961200,2015
802,4039.0,2870.0,15.0,361.0,13.0,6.0,275.0,499.0,3962.0,936.0,49907.0,045,53,961300,53045961300,2015
803,2700.0,879.0,25.0,1476.0,23.0,43.0,113.0,141.0,2636.0,674.0,41791.0,047,53,940100,53047940100,2015
804,2949.0,1103.0,6.0,1039.0,55.0,0.0,260.0,486.0,2932.0,940.0,36028.0,047,53,940200,53047940200,2015
805,7598.0,5994.0,0.0,362.0,110.0,4.0,120.0,988.0,7595.0,1565.0,32357.0,047,53,970300,53047970300,2015
806,3750.0,2798.0,11.0,192.0,4.0,1.0,108.0,636.0,3680.0,833.0,36703.0,047,53,970400,53047970400,2015
807,2374.0,1966.0,1.0,62.0,3.0,0.0,128.0,214.0,2359.0,371.0,48238.0,047,53,970500,53047970500,2015
808,6407.0,4508.0,53.0,319.0,119.0,12.0,450.0,946.0,6350.0,1051.0,48462.0,047,53,970600,53047970600,2015
809,4452.0,3034.0,102.0,153.0,14.0,0.0,143.0,1006.0,4162.0,1032.0,39069.0,047,53,970700,53047970700,2015
810,5412.0,2237.0,33.0,89.0,9.0,0.0,121.0,2923.0,5307.0,1170.0,45951.0,047,53,970800,53047970800,2015
811,1983.0,1894.0,0.0,6.0,7.0,0.0,39.0,37.0,1983.0,242.0,55042.0,047,53,970900,53047970900,2015
812,3707.0,3174.0,17.0,21.0,12.0,0.0,56.0,427.0,3707.0,768.0,39712.0,047,53,971000,53047971000,2015
813,4438.0,3464.0,14.0,36.0,234.0,0.0,197.0,493.0,4387.0,1031.0,36575.0,049,53,950200,53049950200,2015
814,3613.0,2549.0,0.0,231.0,129.0,10.0,178.0,511.0,3577.0,960.0,35757.0,049,53,950300,53049950300,2015
815,3819.0,3302.0,29.0,21.0,22.0,4.0,146.0,295.0,3717.0,492.0,46964.0,049,53,950400,53049950400,2015
816,2730.0,2385.0,9.0,12.0,0.0,0.0,65.0,259.0,2705.0,351.0,43844.0,049,53,950500,53049950500,2015
817,1228.0,988.0,6.0,0.0,4.0,0.0,40.0,185.0,1213.0,331.0,21939.0,049,53,950600,53049950600,2015
818,2596.0,2445.0,0.0,17.0,1.0,30.0,69.0,34.0,2596.0,346.0,42688.0,049,53,950700,53049950700,2015
819,2221.0,2044.0,0.0,13.0,0.0,0.0,134.0,30.0,2221.0,407.0,30161.0,049,53,950800,53049950800,2015
820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,049,53,990100,53049990100,2015
821,2131.0,1920.0,0.0,24.0,0.0,33.0,41.0,113.0,2131.0,312.0,44167.0,051,53,970100,53051970100,2015
822,2709.0,2274.0,1.0,303.0,9.0,0.0,50.0,72.0,2694.0,396.0,39444.0,051,53,970200,53051970200,2015
823,3386.0,3089.0,9.0,87.0,0.0,1.0,83.0,117.0,3257.0,896.0,29671.0,051,53,970300,53051970300,2015
824,2507.0,2309.0,14.0,10.0,0.0,0.0,123.0,51.0,2507.0,584.0,53229.0,051,53,970400,53051970400,2015
825,2235.0,1969.0,0.0,64.0,18.0,0.0,82.0,102.0,2235.0,565.0,42550.0,051,53,970500,53051970500,2015
826,1020.0,616.0,10.0,0.0,89.0,30.0,3.0,272.0,1020.0,302.0,78382.0,053,53,060200,53053060200,2015
827,4152.0,3704.0,146.0,13.0,62.0,50.0,108.0,66.0,4078.0,307.0,66794.0,053,53,060300,53053060300,2015
828,3907.0,3339.0,7.0,0.0,106.0,0.0,200.0,255.0,3878.0,383.0,90156.0,053,53,060400,53053060400,2015
829,4119.0,3590.0,50.0,10.0,76.0,11.0,224.0,158.0,4095.0,287.0,103611.0,053,53,060500,53053060500,2015
830,5344.0,4728.0,105.0,43.0,237.0,0.0,102.0,129.0,5329.0,691.0,68487.0,053,53,060600,53053060600,2015
831,6484.0,5362.0,270.0,17.0,258.0,4.0,181.0,392.0,5266.0,1054.0,61651.0,053,53,060700,53053060700,2015
832,5107.0,4748.0,10.0,0.0,53.0,0.0,124.0,172.0,5056.0,225.0,75250.0,053,53,060800,53053060800,2015
833,3464.0,2494.0,207.0,0.0,203.0,0.0,176.0,384.0,3450.0,475.0,65179.0,053,53,060903,53053060903,2015
834,5121.0,4187.0,78.0,29.0,216.0,0.0,435.0,176.0,5121.0,1113.0,46964.0,053,53,060904,53053060904,2015
835,6798.0,4911.0,734.0,0.0,365.0,0.0,350.0,438.0,6593.0,1109.0,52546.0,053,53,060905,53053060905,2015
836,2313.0,1683.0,129.0,0.0,110.0,20.0,193.0,178.0,2159.0,123.0,65594.0,053,53,060906,53053060906,2015
837,3796.0,3001.0,74.0,0.0,266.0,31.0,152.0,272.0,3685.0,239.0,64744.0,053,53,061001,53053061001,2015
838,4273.0,2553.0,876.0,47.0,490.0,0.0,48.0,259.0,4242.0,705.0,39704.0,053,53,061002,53053061002,2015
839,6765.0,5386.0,272.0,34.0,371.0,6.0,403.0,280.0,6610.0,614.0,48988.0,053,53,061100,53053061100,2015
840,5477.0,3595.0,697.0,12.0,201.0,23.0,205.0,744.0,5301.0,514.0,59246.0,053,53,061200,53053061200,2015
841,5185.0,2817.0,987.0,111.0,173.0,38.0,513.0,540.0,5136.0,1258.0,40972.0,053,53,061300,53053061300,2015
842,3599.0,1840.0,631.0,51.0,341.0,0.0,378.0,330.0,2584.0,1105.0,18023.0,053,53,061400,53053061400,2015
843,5000.0,3529.0,371.0,44.0,129.0,0.0,395.0,532.0,4922.0,1149.0,37981.0,053,53,061500,53053061500,2015
844,1925.0,1106.0,256.0,13.0,282.0,4.0,127.0,137.0,1890.0,831.0,19364.0,053,53,061601,53053061601,2015
845,846.0,535.0,79.0,4.0,68.0,35.0,44.0,76.0,816.0,205.0,53977.0,053,53,061602,53053061602,2015
846,4569.0,2100.0,986.0,0.0,526.0,16.0,434.0,507.0,4511.0,1148.0,51121.0,053,53,061700,53053061700,2015
847,2807.0,1072.0,246.0,79.0,698.0,18.0,380.0,314.0,2677.0,894.0,41058.0,053,53,061800,53053061800,2015
848,1785.0,1011.0,174.0,45.0,125.0,0.0,87.0,343.0,1683.0,611.0,32734.0,053,53,061900,53053061900,2015
